links,marginal,DE0 1,urban central water tanks charger,124721.02117050055
links,marginal,DE0 1,urban central water tanks discharger,77510.05606891087
links,marginal,DE0 1,urban decentral air heat pump,79630.54794477526
links,marginal,DE0 1,urban decentral biomass boiler,47.13156467923097
links,marginal,DE0 1,urban decentral gas boiler,81145.53900978506
links,marginal,DE0 1,urban decentral resistive heater,19453.2763540782
links,marginal,DE0 1,urban decentral water tanks charger,17188.60682592445
links,marginal,DE0 1,urban decentral water tanks discharger,13968.971128506737
links,marginal,DE0 2,BEV charger,267894.7103491844
links,marginal,DE0 2,DAC,0.12307562217736182
links,marginal,DE0 2,Fischer-Tropsch,60.36725321297143
links,marginal,DE0 2,H2 Electrolysis,0.15841940884870837
links,marginal,DE0 2,H2 Fuel Cell,0.05618552840758531
links,marginal,DE0 2,OCGT,204804.38157040364
links,marginal,DE0 2,SMR,0.05758422132286185
links,marginal,DE0 2,SMR CC,14284.3577449338
links,marginal,DE0 2,Sabatier,0.07811931992344191
links,marginal,DE0 2,V2G,18447.992359633507
links,marginal,DE0 2,battery charger,18939.548879641578
links,marginal,DE0 2,battery discharger,19620.99450622594
links,marginal,DE0 2,electricity distribution grid,1204763.943673203
links,marginal,DE0 2,home battery charger,0.425148952271517
links,marginal,DE0 2,home battery discharger,0.45277646284138956
links,marginal,DE0 2,methanolisation,1.637243849193034
links,marginal,DE0 2,rural air heat pump,0.08875104166342969
links,marginal,DE0 2,rural biomass boiler,43.605682822995874
links,marginal,DE0 2,rural gas boiler,15141.158089059458
links,marginal,DE0 2,rural ground heat pump,94209.19982023751
links,marginal,DE0 2,rural resistive heater,8183.314696635211
links,marginal,DE0 2,rural water tanks charger,28410.343462017983
links,marginal,DE0 2,rural water tanks discharger,17419.468321805092
links,marginal,DE0 2,urban central air heat pump,0.9849114002025727
links,marginal,DE0 2,urban central gas CHP,17735052.087314587
links,marginal,DE0 2,urban central gas CHP CC,197686957.94321254
links,marginal,DE0 2,urban central gas boiler,8901.441054962652
links,marginal,DE0 2,urban central resistive heater,82520.06780233938
links,marginal,DE0 2,urban central solid biomass CHP,27.454760752571126
links,marginal,DE0 2,urban central solid biomass CHP CC,61633657.04313683
links,marginal,DE0 2,urban central water tanks charger,68388.55771027254
links,marginal,DE0 2,urban central water tanks discharger,50054.698348950245
links,marginal,DE0 2,urban decentral air heat pump,64799.31044545349
links,marginal,DE0 2,urban decentral biomass boiler,48.8215734225967
links,marginal,DE0 2,urban decentral gas boiler,53475.25300829059
links,marginal,DE0 2,urban decentral resistive heater,13611.836651470085
links,marginal,DE0 2,urban decentral water tanks charger,15693.695657639953
links,marginal,DE0 2,urban decentral water tanks discharger,10241.079790246346
links,marginal,DE0 3,BEV charger,580477.439312077
links,marginal,DE0 3,DAC,0.13684227473575136
links,marginal,DE0 3,Fischer-Tropsch,60.47381165878642
links,marginal,DE0 3,H2 Electrolysis,0.19213435155602748
links,marginal,DE0 3,H2 Fuel Cell,0.05444468865609074
links,marginal,DE0 3,OCGT,190126.99194685454
links,marginal,DE0 3,SMR,0.052322486965927
links,marginal,DE0 3,SMR CC,57090.16095071445
links,marginal,DE0 3,Sabatier,0.08847025783587034
links,marginal,DE0 3,V2G,38296.00469124657
links,marginal,DE0 3,battery charger,61.24364294579558
links,marginal,DE0 3,battery discharger,55.34576670564122
links,marginal,DE0 3,electricity distribution grid,2153383.378531878
links,marginal,DE0 3,home battery charger,0.3986777261635282
links,marginal,DE0 3,home battery discharger,0.45026918755949635
links,marginal,DE0 3,methanolisation,2.030158316728298
links,marginal,DE0 3,rural air heat pump,0.08161972750673503
links,marginal,DE0 3,rural biomass boiler,42.54021011041631
links,marginal,DE0 3,rural gas boiler,18027.25196656993
links,marginal,DE0 3,rural ground heat pump,85446.472520718
links,marginal,DE0 3,rural resistive heater,5666.956308618436
links,marginal,DE0 3,rural water tanks charger,28783.80182503294
links,marginal,DE0 3,rural water tanks discharger,19086.783843526253
links,marginal,DE0 3,urban central air heat pump,37539.45002647152
links,marginal,DE0 3,urban central gas CHP,65414564.70444268
links,marginal,DE0 3,urban central gas CHP CC,427551394.2390406
links,marginal,DE0 3,urban central gas boiler,48478.105437280705
links,marginal,DE0 3,urban central resistive heater,154803.0521847248
links,marginal,DE0 3,urban central solid biomass CHP,27.711709210313085
links,marginal,DE0 3,urban central solid biomass CHP CC,193446937.35858166
links,marginal,DE0 3,urban central water tanks charger,182615.53368390055
links,marginal,DE0 3,urban central water tanks discharger,110353.88938814613
links,marginal,DE0 3,urban decentral air heat pump,190062.31208756013
links,marginal,DE0 3,urban decentral biomass boiler,47.72641599435783
links,marginal,DE0 3,urban decentral gas boiler,139011.78091234932
links,marginal,DE0 3,urban decentral resistive heater,23503.93822799027
links,marginal,DE0 3,urban decentral water tanks charger,45011.381896971565
links,marginal,DE0 3,urban decentral water tanks discharger,27395.1607905022
links,marginal,DE0 4,BEV charger,486984.28922084364
links,marginal,DE0 4,DAC,145115.39664946796
links,marginal,DE0 4,Fischer-Tropsch,60.2901587567814
links,marginal,DE0 4,H2 Electrolysis,216796.0072245511
links,marginal,DE0 4,H2 Fuel Cell,0.04688474046956
links,marginal,DE0 4,OCGT,3095.731264658394
links,marginal,DE0 4,SMR,0.05325337571368933
links,marginal,DE0 4,SMR CC,235669.69923852343
links,marginal,DE0 4,Sabatier,0.08322396781347995
links,marginal,DE0 4,V2G,53695.75761296347
